Titulo,Acervo[Nome],Acervo[Autor],Acervo[Data],Acervo[Origem],Acervo[Material],Acervo[Descricao],Acervo[Dimensoes],Acervo[Nucleo],Acervo[Classificacao],Acervo[imagem],Acervo[thumb],Acervo[categorias]
M-1296,[[prato]],[[Septimus & James Crespell (marca)]],[[Século XVIII]]/[[1772]],[[Inglaterra]]/[[Londres]],Prata.,"12 exemplares (M-1296 a M-1307). Estilo George III. ","1,8 x 24,3 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1296.jpg,[[Imagem:M1296.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Septimus & James Crespell (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1772]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1297,[[prato]],[[Septimus & James Crespell (marca)]],[[Século XVIII]]/[[1772]],[[Inglaterra]]/[[Londres]],Prata.,"12 exemplares (M-1296 a M-1307). Estilo George III. ","1,8 x 24,3 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1297.jpg,[[Imagem:M1297.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Septimus & James Crespell (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1772]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1298,[[prato]],[[Septimus & James Crespell (marca)]],[[Século XVIII]]/[[1772]],[[Inglaterra]]/[[Londres]],Prata.,"12 exemplares (M-1296 a M-1307). Estilo George III. ","1,8 x 24,3 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1298.jpg,[[Imagem:M1298.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Septimus & James Crespell (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1772]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1299,[[prato]],[[Septimus & James Crespell (marca)]],[[Século XVIII]]/[[1772]],[[Inglaterra]]/[[Londres]],Prata.,"12 exemplares (M-1296 a M-1307). Estilo George III. ","1,8 x 24,3 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1299.jpg,[[Imagem:M1299.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Septimus & James Crespell (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1772]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1300,[[prato]],[[Septimus & James Crespell (marca)]],[[Século XVIII]]/[[1772]],[[Inglaterra]]/[[Londres]],Prata.,"12 exemplares (M-1296 a M-1307). Estilo George III. ","1,8 x 24,3 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1300.jpg,[[Imagem:M1300.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Septimus & James Crespell (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1772]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1301,[[prato]],[[Septimus & James Crespell (marca)]],[[Século XVIII]]/[[1772]],[[Inglaterra]]/[[Londres]],Prata.,"12 exemplares (M-1296 a M-1307). Estilo George III. ","1,8 x 24,3 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1301.jpg,[[Imagem:M1301.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Septimus & James Crespell (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1772]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1302,[[prato]],[[Septimus & James Crespell (marca)]],[[Século XVIII]]/[[1772]],[[Inglaterra]]/[[Londres]],Prata.,"12 exemplares (M-1296 a M-1307). Estilo George III. ","1,8 x 24,3 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1302.jpg,[[Imagem:M1302.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Septimus & James Crespell (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1772]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1303,[[prato]],[[Septimus & James Crespell (marca)]],[[Século XVIII]]/[[1772]],[[Inglaterra]]/[[Londres]],Prata.,"12 exemplares (M-1296 a M-1307). Estilo George III. ","1,8 x 24,3 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1303.jpg,[[Imagem:M1303.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Septimus & James Crespell (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1772]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1304,[[prato]],[[Septimus & James Crespell (marca)]],[[Século XVIII]]/[[1772]],[[Inglaterra]]/[[Londres]],Prata.,"12 exemplares (M-1296 a M-1307). Estilo George III. ","1,8 x 24,3 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1304.jpg,[[Imagem:M1304.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Septimus & James Crespell (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1772]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1305,[[prato]],[[Septimus & James Crespell (marca)]],[[Século XVIII]]/[[1772]],[[Inglaterra]]/[[Londres]],Prata.,"12 exemplares (M-1296 a M-1307). Estilo George III. ","1,8 x 24,3 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1305.jpg,[[Imagem:M1305.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Septimus & James Crespell (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1772]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1306,[[prato]],[[Septimus & James Crespell (marca)]],[[Século XVIII]]/[[1772]],[[Inglaterra]]/[[Londres]],Prata.,"12 exemplares (M-1296 a M-1307). Estilo George III. ","1,8 x 24,3 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1306.jpg,[[Imagem:M1306.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Septimus & James Crespell (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1772]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1307,[[prato]],[[Septimus & James Crespell (marca)]],[[Século XVIII]]/[[1772]],[[Inglaterra]]/[[Londres]],Prata.,"12 exemplares (M-1296 a M-1307). Estilo George III. ","1,8 x 24,3 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1307.jpg,[[Imagem:M1307.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Septimus & James Crespell (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1772]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1308,[[prato]],[[John Parker & Edward Wakelin (marca)]],[[Século XVIII]]/[[1773]],[[Inglaterra]]/[[Londres]],Prata.,12 exemplares (M-1308 a M-1319),"1,9 x 24,9 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1308.jpg,[[Imagem:M1308.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/John Parker & Edward Wakelin (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1773]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1309,[[prato]],[[John Parker & Edward Wakelin (marca)]],[[Século XVIII]]/[[1773]],[[Inglaterra]]/[[Londres]],Prata.,12 exemplares (M-1308 a M-1319),"1,9 x 24,9 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1309.jpg,[[Imagem:M1309.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/John Parker & Edward Wakelin (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1773]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1310,[[prato]],[[John Parker & Edward Wakelin (marca)]],[[Século XVIII]]/[[1773]],[[Inglaterra]]/[[Londres]],Prata.,12 exemplares (M-1308 a M-1319),"1,9 x 24,9 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1310.jpg,[[Imagem:M1310.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/John Parker & Edward Wakelin (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1773]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1311,[[prato]],[[John Parker & Edward Wakelin (marca)]],[[Século XVIII]]/[[1773]],[[Inglaterra]]/[[Londres]],Prata.,12 exemplares (M-1308 a M-1319),"1,9 x 24,9 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1311.jpg,[[Imagem:M1311.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/John Parker & Edward Wakelin (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1773]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1312,[[prato]],[[John Parker & Edward Wakelin (marca)]],[[Século XVIII]]/[[1773]],[[Inglaterra]]/[[Londres]],Prata.,12 exemplares (M-1308 a M-1319),"1,9 x 24,9 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1312.jpg,[[Imagem:M1312.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/John Parker & Edward Wakelin (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1773]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1313,[[prato]],[[John Parker & Edward Wakelin (marca)]],[[Século XVIII]]/[[1773]],[[Inglaterra]]/[[Londres]],Prata.,12 exemplares (M-1308 a M-1319),"1,9 x 24,9 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1313.jpg,[[Imagem:M1313.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/John Parker & Edward Wakelin (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1773]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1314,[[prato]],[[John Parker & Edward Wakelin (marca)]],[[Século XVIII]]/[[1773]],[[Inglaterra]]/[[Londres]],Prata.,12 exemplares (M-1308 a M-1319),"1,9 x 24,9 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1314.jpg,[[Imagem:M1314.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/John Parker & Edward Wakelin (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1773]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1315,[[prato]],[[John Parker & Edward Wakelin (marca)]],[[Século XVIII]]/[[1773]],[[Inglaterra]]/[[Londres]],Prata.,12 exemplares (M-1308 a M-1319),"1,9 x 24,9 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1315.jpg,[[Imagem:M1315.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/John Parker & Edward Wakelin (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1773]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1316,[[prato]],[[John Parker & Edward Wakelin (marca)]],[[Século XVIII]]/[[1773]],[[Inglaterra]]/[[Londres]],Prata.,12 exemplares (M-1308 a M-1319),"1,9 x 24,9 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1316.jpg,[[Imagem:M1316.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/John Parker & Edward Wakelin (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1773]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1317,[[prato]],[[John Parker & Edward Wakelin (marca)]],[[Século XVIII]]/[[1773]],[[Inglaterra]]/[[Londres]],Prata.,12 exemplares (M-1308 a M-1319),"1,9 x 24,9 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1317.jpg,[[Imagem:M1317.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/John Parker & Edward Wakelin (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1773]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1318,[[prato]],[[John Parker & Edward Wakelin (marca)]],[[Século XVIII]]/[[1773]],[[Inglaterra]]/[[Londres]],Prata.,12 exemplares (M-1308 a M-1319),"1,9 x 24,9 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1318.jpg,[[Imagem:M1318.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/John Parker & Edward Wakelin (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1773]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1319,[[prato]],[[John Parker & Edward Wakelin (marca)]],[[Século XVIII]]/[[1773]],[[Inglaterra]]/[[Londres]],Prata.,12 exemplares (M-1308 a M-1319),"1,9 x 24,9 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1319.jpg,[[Imagem:M1319.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/John Parker & Edward Wakelin (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XVIII/1773]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1320,[[prato]],[[Paul Storr (marca)]],[[Século XIX]]/[[1830]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1320 a M-1337),"1,8 x 24,7 d irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1320.jpg,[[Imagem:M1320.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Paul Storr (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1830]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1321,[[prato]],[[Paul Storr (marca)]],[[Século XIX]]/[[1830]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1320 a M-1337),"1,8 x 24,7 d irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1321.jpg,[[Imagem:M1321.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Paul Storr (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1830]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1322,[[prato]],[[Paul Storr (marca)]],[[Século XIX]]/[[1830]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1320 a M-1337),"1,8 x 24,7 d irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1322.jpg,[[Imagem:M1322.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Paul Storr (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1830]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1323,[[prato]],[[Paul Storr (marca)]],[[Século XIX]]/[[1830]],[[Inglaterra]]/[[Londres]],Prata.,18 exemplares (M-1320 a M-1337),"1,8 x 24,7 d irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1323.jpg,[[Imagem:M1323.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Paul Storr (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1830]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1324,[[prato]],[[Paul Storr (marca)]],[[Século XIX]]/[[1830]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1320 a M-1337),"1,8 x 24,7 d irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1324.jpg,[[Imagem:M1324.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Paul Storr (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1830]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1325,[[prato]],[[Paul Storr (marca)]],[[Século XIX]]/[[1830]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1320 a M-1337),"1,8 x 24,7 d irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1325.jpg,[[Imagem:M1325.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Paul Storr (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1830]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1326,[[prato]],[[Paul Storr (marca)]],[[Século XIX]]/[[1830]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1320 a M-1337),"1,8 x 24,7 d irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1326.jpg,[[Imagem:M1326.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Paul Storr (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1830]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1327,[[prato]],[[Paul Storr (marca)]],[[Século XIX]]/[[1830]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1320 a M-1337),"1,8 x 24,7 d irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1327.jpg,[[Imagem:M1327.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Paul Storr (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1830]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1328,[[prato]],[[Paul Storr (marca)]],[[Século XIX]]/[[1830]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1320 a M-1337),"1,8 x 24,7 d irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1328.jpg,[[Imagem:M1328.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Paul Storr (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1830]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1329,[[prato]],[[Paul Storr (marca)]],[[Século XIX]]/[[1830]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1320 a M-1337),"1,8 x 24,7 d irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1329.jpg,[[Imagem:M1329.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Paul Storr (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1830]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1330,[[prato]],[[Paul Storr (marca)]],[[Século XIX]]/[[1830]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1320 a M-1337),"1,8 x 24,7 d irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1330.jpg,[[Imagem:M1330.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Paul Storr (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1830]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1331,[[prato]],[[Paul Storr (marca)]],[[Século XIX]]/[[1830]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1320 a M-1337),"1,8 x 24,7 d irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1331.jpg,[[Imagem:M1331.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Paul Storr (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1830]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1332,[[prato]],[[Paul Storr (marca)]],[[Século XIX]]/[[1830]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1320 a M-1337),"1,8 x 24,7 d irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1332.jpg,[[Imagem:M1332.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Paul Storr (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1830]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1333,[[prato]],[[Paul Storr (marca)]],[[Século XIX]]/[[1830]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1320 a M-1337),"1,8 x 24,7 d irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1333.jpg,[[Imagem:M1333.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Paul Storr (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1830]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1334,[[prato]],[[Paul Storr (marca)]],[[Século XIX]]/[[1830]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1320 a M-1337),"1,8 x 24,7 d irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1334.jpg,[[Imagem:M1334.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Paul Storr (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1830]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1335,[[prato]],[[Paul Storr (marca)]],[[Século XIX]]/[[1830]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1320 a M-1337),"1,8 x 24,7 d irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1335.jpg,[[Imagem:M1335.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Paul Storr (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1830]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
