Titulo,Acervo[Nome],Acervo[Autor],Acervo[Data],Acervo[Origem],Acervo[Material],Acervo[Descricao],Acervo[Dimensoes],Acervo[Nucleo],Acervo[Classificacao],Acervo[imagem],Acervo[thumb],Acervo[categorias]
M-1366,[[Título::garfo de mesa]],[[Autoria de::Reis Filhos Ltda.]],[[Datação::Século XX]]/[[SubDatação::1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],[[Material::Prata 833 m\m fundida.]],[[Descrição::24 exemplares. Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.]],"[[Dimensões::19,3 x 2,3 x 2,0]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1366.jpg,[[Imagem:M1366.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1367,[[Título::garfo de sobremesa]],[[Autoria de::Reis Filhos Ltda.]],[[Datação::Século XX]]/[[SubDatação::1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],[[Material::Prata 833 m\m fundida.]],[[Descrição::18 exemplares. Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.]],"[[Dimensões::17,7 x 2,0 x 1,7]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1367.jpg,[[Imagem:M1367.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1368,[[Título::garfo de peixe]],[[Autoria de::Reis Filhos Ltda.]],[[Datação::Século XX]]/[[SubDatação::1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],[[Material::Prata 833 m\m fundida.]],[[Descrição::18 exemplares. Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.]],"[[Dimensões::17,6 x 2,3 x 1,4]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1368.jpg,[[Imagem:M1368.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1369,[[Título::faca de mesa]],[[Autoria de::Reis Filhos Ltda.]],[[Datação::Século XX]]/[[SubDatação::1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],"[[Material::Prata 833 m\m fundida, aço inoxidável.]]",[[Descrição::24 exemplares. Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.]],"[[Dimensões::24,4 x 2,1 x 1,5]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1369.jpg,[[Imagem:M1369.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1370,[[Título::faca de sobremesa]],[[Autoria de::Reis Filhos Ltda.]],[[Datação::Século XX]]/[[SubDatação::1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],"[[Material::Prata 833 m\m fundida, aço inoxidável.]]",[[Descrição::18 exemplares. Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.]],"[[Dimensões::21,1 x 1,9 x 1,0]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1370.jpg,[[Imagem:M1370.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1371,[[Título::faca de peixe]],[[Autoria de::Reis Filhos Ltda.]],[[Datação::Século XX]]/[[SubDatação::1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],[[Material::Prata 833 m\m fundida.]],[[Descrição::18 exemplares. Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.]],"[[Dimensões::20,7x 2,2 x 2,2]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1371.jpg,[[Imagem:M1371.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1372,[[Título::colher de açúcar]],[[Autoria de::Reis Filhos Ltda.]],[[Datação::Século XX]]/[[SubDatação::1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],[[Material::Prata 833 m\m fundida.]],[[Descrição::Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.]],"[[Dimensões::11,9 x 2,6 x 1,0]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1372.jpg,[[Imagem:M1372.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1373,[[Título::colher de açúcar]],[[Autoria de::Reis Filhos Ltda.]],[[Datação::Século XX]]/[[SubDatação::1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],[[Material::Prata 833 m\m fundida.]],[[Descrição::Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.]],"[[Dimensões::13,6 x 2,9 x 1,2]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1373.jpg,[[Imagem:M1373.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1374,[[Título::garfo de salada]],[[Autoria de::Reis Filhos Ltda.]],[[Datação::Século XX]]/[[SubDatação::1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],[[Material::Prata 833 m\m fundida.]],[[Descrição::Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.]],"[[Dimensões::22,8 x 4,1 x 2,8]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1374.jpg,[[Imagem:M1374.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1375,[[Título::concha de sopa]],[[Autoria de::Reis Filhos Ltda.]],[[Datação::Século XX]]/[[SubDatação::1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],[[Material::Prata 833 m\m fundida.]],[[Descrição::Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.]],"[[Dimensões::31,4 x 8,6 x 7,2]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1375.jpg,[[Imagem:M1375.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1376,[[Título::colher de salada]],[[Autoria de::Reis Filhos Ltda.]],[[Datação::Século XX]]/[[SubDatação::1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],[[Material::Prata 833 m\m fundida.]],[[Descrição::Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.]],"[[Dimensões::22,8 x 4,2 x 2,6]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1376.jpg,[[Imagem:M1376.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1377,[[Título::faca de servir]],[[Autoria de::Reis Filhos Ltda.]],[[Datação::Século XX]]/[[SubDatação::1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],[[Material::Prata 833 m\m fundida.]],[[Descrição::Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.]],"[[Dimensões::19,0 x 2,2 x 1,0]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1377.jpg,[[Imagem:M1377.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1378,[[Título::garfo de servir]],[[Autoria de::Reis Filhos Ltda.]],[[Datação::Século XX]]/[[SubDatação::1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],[[Material::Prata 833 m\m fundida e cinzelada.]],"[[Descrição::Faqueiro português (M-1362 a M-1383). Vazado, decorada com motivos florais em alto-relevo no cabo e gravados nos dentes.]]","[[Dimensões::23,2 x 5,1 x 1,4]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1378.jpg,[[Imagem:M1378.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1379,[[Título::espátula de bolo]],[[Autoria de::Reis Filhos Ltda.]],[[Datação::Século XX]]/[[SubDatação::1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],[[Material::Prata 833 m\m fundida e cinzelada.]],"[[Descrição::Faqueiro português (M-1362 a M-1383). Vazada, decorada com motivos florais em alto-relevo no cabo e gravados na espátula.]]","[[Dimensões::26,6 x 4,9 x 1,0 ]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1379.jpg,[[Imagem:M1379.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1380,[[Título::colher de servir]],[[Autoria de::Reis Filhos Ltda.]],[[Datação::Século XX]]/[[SubDatação::1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],[[Material::Prata 833 m\m fundida.]],[[Descrição::Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.]],"[[Dimensões::19,8 x 3,6 x 1,2]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1380.jpg,[[Imagem:M1380.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1381,[[Título::espátula de servir]],[[Autoria de::Reis Filhos Ltda.]],[[Datação::Século XX]]/[[SubDatação::1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],[[Material::Prata 833 m\m fundida e cinzelada.]],[[Descrição::Faqueiro português (M-1362 a M-1383). Decorada com motivos florais em alto-relevo no cabo e gravados na espátula.]],"[[Dimensões::24,5 x 8,0 x 1,7]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1381.jpg,[[Imagem:M1381.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1382,[[Título::colher de servir]],[[Autoria de::Reis Filhos Ltda.]],[[Datação::Século XX]]/[[SubDatação::1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],[[Material::Prata 833 m\m fundida.]],[[Descrição::Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.]],"[[Dimensões::29,1 x 5,5 x 3,2 ]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1382.jpg,[[Imagem:M1382.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1383,[[Título::espátula de servir]],[[Autoria de::Reis Filhos Ltda.]],[[Datação::Século XX]]/[[SubDatação::1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],[[Material::Prata 833 m\m fundida e cinzelada.]],[[Descrição::Faqueiro português (M-1362 a M-1383). Decorada com motivos florais em alto-relevo no cabo e gravados na espátula.]],"[[Dimensões::24,6 x 3,6 x 1,0 ]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1383.jpg,[[Imagem:M1383.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1384,[[Título::argola de guardanapo]],[[Autoria de::Autor desconhecido]],[[Datação::Século XX]],[[Origem::Brasil(?)]],"[[Material::Metal com banho de prata, martelado e cinzelado.]]",[[Descrição::Decorada com flores e laços.]],"[[Dimensões::3,8 x 4,7 d irreg.]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1384.jpg,[[Imagem:M1384.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil(?)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1385,[[Título::sopeira]],[[Autoria de::William Guérin et Compagnie]],[[Datação::Século XX]]/[[SubDatação::1903-1911]],[[Origem::França]]/[[SubOrigem::Limoges]],"[[Material::Porcelana branca com alto-relevo, policromada e dourada.]]",[[Descrição::Serviço de Limoges (M-1385 a M-1393). Decorada com motivos florais. Pegador da tampa em forma de peixe.]],"[[Dimensões::23,0 x 36,0 x 21,0]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1385.jpg,[[Imagem:M1385.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/William Guérin et Compagnie]][[Categoria:Origem/França/Limoges]][[Categoria:Data/Século XX/1903-1911]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1386,[[Título::Molheira]],[[Autoria de::William Guérin et Compagnie]],[[Datação::Século XX]]/[[SubDatação::1903-1911]],[[Origem::França]]/[[SubOrigem::Limoges]],"[[Material::Porcelana branca com alto-relevo, policromada e dourada.]]",[[Descrição::Serviço de Limoges (M-1385 a M-1393). Decorada com motivos florais. Pegador da tampa em forma de peixe.]],"[[Dimensões::16,2 x 30,4 x 16,0]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1386.jpg,[[Imagem:M1386.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/William Guérin et Compagnie]][[Categoria:Origem/França/Limoges]][[Categoria:Data/Século XX/1903-1911]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1387,[[Título::travessa]],[[Autoria de::William Guérin et Compagnie]],[[Datação::Século XX]]/[[SubDatação::1903-1911]],[[Origem::França]]/[[SubOrigem::Limoges]],"[[Material::Porcelana branca com alto-relevo, policromada e dourada.]]",[[Descrição::Serviço de Limoges (M-1385 a M-1393). Decorada com motivos florais.]],"[[Dimensões::12,8 x 27,0 diâm. irreg.]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1387.jpg,[[Imagem:M1387.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/William Guérin et Compagnie]][[Categoria:Origem/França/Limoges]][[Categoria:Data/Século XX/1903-1911]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1388,[[Título::travessa oval grande]],[[Autoria de::William Guérin et Compagnie]],[[Datação::Século XX]]/[[SubDatação::1903-1911]],[[Origem::França]]/[[SubOrigem::Limoges]],"[[Material::Porcelana branca com alto-relevo, policromada e dourada.]]",[[Descrição::Serviço de Limoges (M-1385 a M-1393). Decorada com motivos florais.]],"[[Dimensões::6,1 x 47,6 x 31,2]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1388.jpg,[[Imagem:M1388.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/William Guérin et Compagnie]][[Categoria:Origem/França/Limoges]][[Categoria:Data/Século XX/1903-1911]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1389,[[Título::travessa oval média]],[[Autoria de::William Guérin et Compagnie]],[[Datação::Século XX]]/[[SubDatação::1903-1911]],[[Origem::França]]/[[SubOrigem::Limoges]],"[[Material::Porcelana branca com alto-relevo, policromada e dourada.]]",[[Descrição::Serviço de Limoges (M-1385 a M-1393). Decorada com motivos florais.]],"[[Dimensões::5,9 x 42,2 x 27,3]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1389.jpg,[[Imagem:M1389.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/William Guérin et Compagnie]][[Categoria:Origem/França/Limoges]][[Categoria:Data/Século XX/1903-1911]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1390,[[Título::travessa oval pequena]],[[Autoria de::William Guérin et Compagnie]],[[Datação::Século XX]]/[[SubDatação::1903-1911]],[[Origem::França]]/[[SubOrigem::Limoges]],"[[Material::Porcelana branca com alto-relevo, policromada e dourada.]]",[[Descrição::Serviço de Limoges (M-1385 a M-1393). Decorada com motivos florais.]],"[[Dimensões::3,8 x 34,8 x 22,8]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1390.jpg,[[Imagem:M1390.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/William Guérin et Compagnie]][[Categoria:Origem/França/Limoges]][[Categoria:Data/Século XX/1903-1911]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1391,[[Título::prato raso]],[[Autoria de::William Guérin et Compagnie]],[[Datação::Século XX]]/[[SubDatação::1903-1911]],[[Origem::França]]/[[SubOrigem::Limoges]],"[[Material::Porcelana branca com alto-relevo, policromada e dourada.]]",[[Descrição::24 exemplares. Serviço de Limoges (M-1385 a M-1393). Decorada com motivos florais.]],"[[Dimensões::2,5 x 24,5 diâm. irreg.]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1391.jpg,[[Imagem:M1391.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/William Guérin et Compagnie]][[Categoria:Origem/França/Limoges]][[Categoria:Data/Século XX/1903-1911]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1392,[[Título::prato fundo]],[[Autoria de::William Guérin et Compagnie]],[[Datação::Século XX]]/[[SubDatação::1903-1911]],[[Origem::França]]/[[SubOrigem::Limoges]],"[[Material::Porcelana branca com alto-relevo, policromada e dourada.]]",[[Descrição::12 exemplares. Serviço de Limoges (M-1385 a M-1393). Decorada com motivos florais.]],"[[Dimensões::3,9 x 24,3 diâm. irreg.]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1392.jpg,[[Imagem:M1392.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/William Guérin et Compagnie]][[Categoria:Origem/França/Limoges]][[Categoria:Data/Século XX/1903-1911]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1393,[[Título::prato de sobremesa]],[[Autoria de::William Guérin et Compagnie]],[[Datação::Século XX]]/[[SubDatação::1903-1911]],[[Origem::França]]/[[SubOrigem::Limoges]],"[[Material::Porcelana branca com alto-relevo, policromada e dourada.]]",[[Descrição::23 exemplares. Serviço de Limoges (M-1385 a M-1393). Decorado com motivos florais.]],"[[Dimensões::2,1 x 21,0 diâm. irreg.]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1393.jpg,[[Imagem:M1393.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/William Guérin et Compagnie]][[Categoria:Origem/França/Limoges]][[Categoria:Data/Século XX/1903-1911]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1394,[[Título::prato raso]],[[Autoria de::Rosenthal GmbH]],[[Datação::Século XX]]/[[SubDatação::1962]],[[Origem::Alemanha]]/[[SubOrigem::Selb]],[[Material::Porcelana branca com borda em azul cobalto e douração.]],"[[Descrição::24 exemplares. Serviço Rosenthal ""Eminence Cobalt"". (M-1394 a M-1398 e M-1028). ]]","[[Dimensões::2,5 x 26,2 diâm.]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1394.jpg,[[Imagem:M1394.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Rosenthal GmbH]][[Categoria:Origem/Alemanha/Selb]][[Categoria:Data/Século XX/1962]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1395,[[Título::prato de pão]],[[Autoria de::Rosenthal GmbH]],[[Datação::Século XX]]/[[SubDatação::1962]],[[Origem::Alemanha]]/[[SubOrigem::Selb]],[[Material::Porcelana branca com borda em azul cobalto e douração.]],"[[Descrição::24 exemplares. Serviço Rosenthal ""Eminence Cobalt"". (M-1394 a M-1398 e M-1028). ]]","[[Dimensões::1,7 x 17,6 diâm.]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1395.jpg,[[Imagem:M1395.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Rosenthal GmbH]][[Categoria:Origem/Alemanha/Selb]][[Categoria:Data/Século XX/1962]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-1396,[[Título::prato de sobremesa]],[[Autoria de::Rosenthal GmbH]],[[Datação::Século XX]]/[[SubDatação::1962]],[[Origem::Alemanha]]/[[SubOrigem::Selb]],[[Material::Porcelana branca com borda em azul cobalto e douração.]],"[[Descrição::24 exemplares. Serviço Rosenthal ""Eminence Cobalt"". (M-1394 a M-1398 e M-1028). ]]","[[Dimensões::1,9 x 19,8 diâm.]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M1396.jpg,[[Imagem:M1396.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Rosenthal GmbH]][[Categoria:Origem/Alemanha/Selb]][[Categoria:Data/Século XX/1962]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
